Date,Country,City,Specie,count,min,max,median,variance
1/30/2020,MN,Ulan Bator,co,74,0.1,0.5,0.2,0.14
2/6/2020,MN,Ulan Bator,co,88,0.1,0.5,0.3,0.14
4/5/2020,MN,Ulan Bator,co,30,0.1,0.2,0.1,0.02
5/1/2020,MN,Ulan Bator,co,19,0.1,0.1,0.1,0
5/31/2020,MN,Ulan Bator,co,21,0.1,0.2,0.1,0.01
7/2/2020,MN,Ulan Bator,co,28,0.1,0.2,0.2,0.02
7/14/2020,MN,Ulan Bator,co,32,0.1,0.2,0.1,0.03
1/14/2020,MN,Ulan Bator,co,74,0.1,0.6,0.2,0.22
3/14/2020,MN,Ulan Bator,co,90,0.1,0.5,0.1,0.11
3/16/2020,MN,Ulan Bator,co,72,0.1,0.2,0.1,0.02
4/27/2020,MN,Ulan Bator,co,23,0.1,0.2,0.1,0
5/18/2020,MN,Ulan Bator,co,21,0.1,0.1,0.1,0
6/4/2020,MN,Ulan Bator,co,32,0.1,0.2,0.1,0.03
5/13/2020,MN,Ulan Bator,co,19,0.1,0.1,0.1,0
6/8/2020,MN,Ulan Bator,co,13,0.1,0.1,0.1,0
1/26/2020,MN,Ulan Bator,co,87,0.1,0.6,0.3,0.23
2/8/2020,MN,Ulan Bator,co,86,0.1,0.5,0.2,0.16
2/16/2020,MN,Ulan Bator,co,78,0.1,0.6,0.3,0.19
3/4/2020,MN,Ulan Bator,co,58,0.1,0.5,0.1,0.18
4/4/2020,MN,Ulan Bator,co,38,0.1,0.2,0.1,0.02
5/11/2020,MN,Ulan Bator,co,21,0.1,0.1,0.1,0
7/4/2020,MN,Ulan Bator,co,23,0.1,0.2,0.2,0.02
3/17/2020,MN,Ulan Bator,co,74,0.1,0.3,0.2,0.04
4/22/2020,MN,Ulan Bator,co,38,0.1,0.2,0.1,0.02
5/22/2020,MN,Ulan Bator,co,21,0.1,0.1,0.1,0
7/10/2020,MN,Ulan Bator,co,36,0.1,0.2,0.2,0.03
4/10/2020,MN,Ulan Bator,co,33,0.1,0.2,0.1,0.02
4/20/2020,MN,Ulan Bator,co,23,0.1,0.1,0.1,0
1/4/2020,MN,Ulan Bator,co,86,0.1,0.6,0.3,0.19
2/3/2020,MN,Ulan Bator,co,85,0.1,0.4,0.2,0.08
2/14/2020,MN,Ulan Bator,co,68,0.1,0.2,0.2,0.02
2/18/2020,MN,Ulan Bator,co,80,0.1,0.6,0.2,0.25
2/27/2020,MN,Ulan Bator,co,75,0.1,0.2,0.1,0.02
4/7/2020,MN,Ulan Bator,co,17,0.1,0.1,0.1,0
5/25/2020,MN,Ulan Bator,co,18,0.1,0.2,0.1,0.02
6/29/2020,MN,Ulan Bator,co,48,0.1,0.2,0.2,0.02
6/5/2020,MN,Ulan Bator,co,13,0.1,0.1,0.1,0
6/6/2020,MN,Ulan Bator,co,9,0.1,0.1,0.1,0
2/10/2020,MN,Ulan Bator,co,86,0.1,0.4,0.3,0.11
2/26/2020,MN,Ulan Bator,co,38,0.1,0.1,0.1,0
2/29/2020,MN,Ulan Bator,co,75,0.1,0.2,0.1,0.03
4/16/2020,MN,Ulan Bator,co,41,0.1,0.3,0.1,0.06
5/24/2020,MN,Ulan Bator,co,20,0.1,0.1,0.1,0
5/27/2020,MN,Ulan Bator,co,23,0.1,0.2,0.1,0.03
6/14/2020,MN,Ulan Bator,co,61,0.1,0.4,0.2,0.08
6/20/2020,MN,Ulan Bator,co,28,0.1,0.2,0.1,0.03
1/9/2020,MN,Ulan Bator,co,90,0.1,0.6,0.2,0.19
4/8/2020,MN,Ulan Bator,co,24,0.1,0.2,0.1,0
4/19/2020,MN,Ulan Bator,co,9,0.1,0.1,0.1,0
6/18/2020,MN,Ulan Bator,co,36,0.1,0.2,0.2,0.03
7/17/2020,MN,Ulan Bator,co,32,0.1,0.2,0.1,0.03
1/20/2020,MN,Ulan Bator,co,90,0.1,0.5,0.3,0.13
2/1/2020,MN,Ulan Bator,co,83,0.1,0.4,0.2,0.06
2/22/2020,MN,Ulan Bator,co,88,0.1,0.3,0.2,0.06
3/15/2020,MN,Ulan Bator,co,66,0.1,0.3,0.2,0.03
4/25/2020,MN,Ulan Bator,co,36,0.1,0.3,0.1,0.06
7/12/2020,MN,Ulan Bator,co,41,0.1,0.2,0.1,0.03
1/24/2020,MN,Ulan Bator,co,87,0.1,0.5,0.3,0.19
1/28/2020,MN,Ulan Bator,co,73,0.1,0.6,0.3,0.3
5/30/2020,MN,Ulan Bator,co,12,0.1,0.1,0.1,0
6/9/2020,MN,Ulan Bator,co,16,0.1,0.2,0.1,0.01
7/9/2020,MN,Ulan Bator,co,41,0.1,0.2,0.1,0.02
3/1/2020,MN,Ulan Bator,co,92,0.1,0.3,0.2,0.04
3/20/2020,MN,Ulan Bator,co,73,0.1,0.2,0.1,0.02
3/25/2020,MN,Ulan Bator,co,18,0.1,0.1,0.1,0
6/15/2020,MN,Ulan Bator,co,51,0.1,0.3,0.2,0.04
7/1/2020,MN,Ulan Bator,co,40,0.1,0.2,0.2,0.03
1/10/2020,MN,Ulan Bator,co,80,0.1,0.5,0.3,0.14
3/8/2020,MN,Ulan Bator,co,55,0.1,0.2,0.1,0.02
3/10/2020,MN,Ulan Bator,co,92,0.1,0.3,0.2,0.05
4/21/2020,MN,Ulan Bator,co,23,0.1,0.2,0.1,0.01
4/26/2020,MN,Ulan Bator,co,45,0.1,0.3,0.2,0.04
6/13/2020,MN,Ulan Bator,co,67,0.1,0.3,0.2,0.04
2/28/2020,MN,Ulan Bator,no2,146,2.1,47.3,7.8,931.77
3/4/2020,MN,Ulan Bator,no2,157,3.2,41.4,7.8,948.84
3/21/2020,MN,Ulan Bator,no2,165,0.5,47.7,6.4,1064.14
4/4/2020,MN,Ulan Bator,no2,130,0.5,44.1,8,1052.38
4/19/2020,MN,Ulan Bator,no2,108,0.5,25.9,2.4,537.05
7/17/2020,MN,Ulan Bator,no2,180,0.5,23.1,3.7,192.26
2/11/2020,MN,Ulan Bator,no2,163,5.5,54.8,15.8,1424.19
2/8/2020,MN,Ulan Bator,no2,162,5.5,50.8,15.4,1078.33
3/22/2020,MN,Ulan Bator,no2,146,2.1,51.2,10,1029.51
4/28/2020,MN,Ulan Bator,no2,125,1,43.1,6.4,1478.15
1/29/2020,MN,Ulan Bator,no2,163,2.3,42.4,8.5,905.03
2/9/2020,MN,Ulan Bator,no2,160,4.8,46.9,14.4,1084.8
2/19/2020,MN,Ulan Bator,no2,127,4.2,45.1,11,1422.85
5/23/2020,MN,Ulan Bator,no2,106,1.9,58.9,5.8,1979.28
6/2/2020,MN,Ulan Bator,no2,131,0.5,47.6,3.2,1187.18
6/7/2020,MN,Ulan Bator,no2,129,1,50.5,2.9,1289.6
6/13/2020,MN,Ulan Bator,no2,184,0.5,30.8,4.5,285.65
2/7/2020,MN,Ulan Bator,no2,157,5.1,48.9,14.9,1088.33
1/23/2020,MN,Ulan Bator,no2,134,3.7,41.8,17.3,1003.64
2/26/2020,MN,Ulan Bator,no2,130,1.4,23.2,4.2,304.7
4/16/2020,MN,Ulan Bator,no2,129,0.7,53.2,7.2,1648.31
5/8/2020,MN,Ulan Bator,no2,110,0.5,38.7,6.7,1307.03
5/25/2020,MN,Ulan Bator,no2,103,1.9,59.1,5.3,1797.98
7/16/2020,MN,Ulan Bator,no2,164,0.5,24.4,4.2,222.45
1/9/2020,MN,Ulan Bator,no2,128,3.7,39.8,14.7,861.05
4/25/2020,MN,Ulan Bator,no2,111,2.3,55.4,9.3,1406.05
5/18/2020,MN,Ulan Bator,no2,109,1.4,53,6.6,1352.1
5/19/2020,MN,Ulan Bator,no2,111,1.9,58.5,6.2,1849.24
6/4/2020,MN,Ulan Bator,no2,157,1.4,63.9,6.7,1657.5
1/8/2020,MN,Ulan Bator,no2,135,5.1,39.7,13.8,748.72
3/15/2020,MN,Ulan Bator,no2,162,1.2,45.4,6.2,858.09
4/20/2020,MN,Ulan Bator,no2,130,1,29.8,3.4,520.32
4/23/2020,MN,Ulan Bator,no2,135,1.4,52.9,9.4,1273.41
5/5/2020,MN,Ulan Bator,no2,103,1,56.4,6,2123.74
5/20/2020,MN,Ulan Bator,no2,103,1,57.5,6.2,2152.12
6/3/2020,MN,Ulan Bator,no2,146,1,50.9,7.8,1431.7
6/20/2020,MN,Ulan Bator,no2,162,1.4,37.9,5,474.67
3/2/2020,MN,Ulan Bator,no2,147,1.4,34.2,3.5,507.71
1/27/2020,MN,Ulan Bator,no2,128,4.6,43.7,16.3,923.58
2/5/2020,MN,Ulan Bator,no2,154,2.3,45.9,9.3,903.84
2/18/2020,MN,Ulan Bator,no2,153,5.1,56.1,16,1401.77
2/24/2020,MN,Ulan Bator,no2,142,3,43.9,6.6,794.3
3/19/2020,MN,Ulan Bator,no2,157,1.4,44.4,6.8,1131.18
5/26/2020,MN,Ulan Bator,no2,102,1.9,56.4,7.5,1592.05
1/19/2020,MN,Ulan Bator,no2,134,3.2,41,16.3,1159.21
1/17/2020,MN,Ulan Bator,no2,136,4.4,46.7,15.8,1117.42
2/2/2020,MN,Ulan Bator,no2,154,2.3,39.9,11.5,891.21
2/20/2020,MN,Ulan Bator,no2,134,2.3,46.7,5.5,1395.59
1/7/2020,MN,Ulan Bator,no2,134,5.1,39.9,13.9,842.06
2/12/2020,MN,Ulan Bator,no2,155,2.3,44.4,9.4,1336.97
4/26/2020,MN,Ulan Bator,no2,111,2.3,52,10.4,1310.55
4/29/2020,MN,Ulan Bator,no2,126,0.5,54.4,6.6,1333.5
7/8/2020,MN,Ulan Bator,no2,192,1.4,63.4,7.4,1131.56
1/10/2020,MN,Ulan Bator,no2,126,3,43.1,11.2,1192.87
3/12/2020,MN,Ulan Bator,no2,161,1.4,41.3,8.7,855.82
4/15/2020,MN,Ulan Bator,no2,115,0.5,37.2,3.7,903.02
5/2/2020,MN,Ulan Bator,no2,105,1.4,75.7,4.3,2787.35
5/12/2020,MN,Ulan Bator,no2,109,1.6,55.7,7.4,2090.23
6/5/2020,MN,Ulan Bator,no2,151,1.4,49.2,5.1,1491.09
6/9/2020,MN,Ulan Bator,no2,121,1,51.2,4.6,1615.97
6/19/2020,MN,Ulan Bator,no2,176,1.4,34.8,7.1,544.89
1/2/2020,MN,Ulan Bator,no2,116,5.1,55.3,15,1344.94
7/3/2020,MN,Ulan Bator,no2,198,1,48.6,6.9,817.87
7/10/2020,MN,Ulan Bator,no2,167,1.6,32.5,6.4,630.2
6/28/2020,MN,Ulan Bator,no2,198,2.1,39.5,6.3,617.85
1/16/2020,MN,Ulan Bator,no2,132,5.1,43.5,16.5,788
1/18/2020,MN,Ulan Bator,no2,137,3.9,46.2,17.9,1281.39
4/2/2020,MN,Ulan Bator,no2,136,0.5,45.7,9,1047.72
4/6/2020,MN,Ulan Bator,no2,118,1.4,30.3,3.7,535.64
5/4/2020,MN,Ulan Bator,no2,109,0.7,59.4,7.6,2313.67
5/16/2020,MN,Ulan Bator,no2,95,0.5,31.1,3.2,855.7
5/28/2020,MN,Ulan Bator,no2,99,1,40.8,3.2,1462.16
1/3/2020,MN,Ulan Bator,no2,115,5.1,41.6,16.3,987.04
7/6/2020,MN,Ulan Bator,no2,206,1.6,43.1,8.3,701.81
7/14/2020,MN,Ulan Bator,no2,151,1.6,24.2,4.4,281.87
6/14/2020,MN,Ulan Bator,no2,202,1,31,6.4,314.69
3/23/2020,MN,Ulan Bator,no2,146,2.3,49.7,9.9,1178.13
5/14/2020,MN,Ulan Bator,no2,107,0.5,61.1,6.2,1925.35
7/12/2020,MN,Ulan Bator,no2,165,0.5,23,4.2,207.53
7/13/2020,MN,Ulan Bator,no2,162,1.2,23.7,4.9,262.31
1/15/2020,MN,Ulan Bator,no2,133,5.5,47.5,17,984.29
3/1/2020,MN,Ulan Bator,no2,159,2.3,40,9.5,937.23
3/27/2020,MN,Ulan Bator,no2,57,0.5,18.3,2.8,193.51
3/31/2020,MN,Ulan Bator,no2,127,0.5,42.8,6.6,1132.89
4/10/2020,MN,Ulan Bator,no2,132,1,52.2,7.8,1277.66
4/11/2020,MN,Ulan Bator,no2,124,1,48.1,4.2,1418.64
5/7/2020,MN,Ulan Bator,no2,98,0.5,48.9,3.6,1433.2
1/6/2020,MN,Ulan Bator,no2,137,4.6,43.5,16,1001.23
4/8/2020,MN,Ulan Bator,no2,132,1,42.8,5.8,1282.71
4/3/2020,MN,Ulan Bator,no2,132,1.4,51.4,10.3,1068.19
5/13/2020,MN,Ulan Bator,no2,102,0.7,55.6,6.4,1699.94
6/6/2020,MN,Ulan Bator,no2,147,1,38.6,4.2,967.69
6/24/2020,MN,Ulan Bator,no2,195,1,43.6,7.5,897.82
6/30/2020,MN,Ulan Bator,no2,177,1.4,40.7,7.4,636.63
5/3/2020,MN,Ulan Bator,no2,102,0.5,68.2,6.4,2581.79
1/24/2020,MN,Ulan Bator,no2,132,4.2,45.5,16.2,1071.21
2/3/2020,MN,Ulan Bator,no2,158,3,44.3,12.4,815.4
4/27/2020,MN,Ulan Bator,no2,120,0.5,60.2,8.3,2038.36
6/23/2020,MN,Ulan Bator,no2,201,2.1,39.5,6.4,691.33
6/27/2020,MN,Ulan Bator,no2,192,1,37.2,6.9,562
7/2/2020,MN,Ulan Bator,no2,197,1,34.1,5.5,555.41
7/9/2020,MN,Ulan Bator,no2,163,1.9,35.5,6.4,620.62
12/31/2019,MN,Ulan Bator,no2,109,4.6,33.7,12,644.16
5/24/2020,MN,Ulan Bator,no2,106,2.1,53.9,6.4,1479.75
6/18/2020,MN,Ulan Bator,no2,180,1.4,41.1,6.1,673.82
5/6/2020,MN,Ulan Bator,no2,106,1.6,51.8,4.6,1303.12
2/23/2020,MN,Ulan Bator,no2,138,3.9,48.7,14.4,1284.92
3/13/2020,MN,Ulan Bator,no2,159,1.6,47.3,9.6,1004.46
3/28/2020,MN,Ulan Bator,no2,59,1.2,19.7,4.6,180.93
5/29/2020,MN,Ulan Bator,no2,101,0.7,39.4,4.5,1573.97
6/12/2020,MN,Ulan Bator,no2,140,0.5,36.6,3.7,686.83
6/29/2020,MN,Ulan Bator,no2,200,1.4,40.7,6.7,596.14
7/4/2020,MN,Ulan Bator,no2,200,0.5,37.8,7.7,596.68
1/1/2020,MN,Ulan Bator,no2,108,5.1,41.6,12.6,955.35
7/21/2020,MN,Ulan Bator,no2,22,1.4,19.9,6.9,212.67
7/7/2020,MN,Ulan Bator,no2,198,1,34.1,7.4,492.87
1/22/2020,MN,Ulan Bator,no2,132,1.4,52.7,16,1284.84
3/14/2020,MN,Ulan Bator,no2,158,1,46.2,8.7,1087.3
5/21/2020,MN,Ulan Bator,no2,100,1.2,53.3,4.4,2443.44
6/15/2020,MN,Ulan Bator,no2,203,1,32.6,6.4,416.57
6/22/2020,MN,Ulan Bator,no2,185,1.2,40.2,5.8,795.15
7/18/2020,MN,Ulan Bator,no2,183,0.5,24.2,6,162.33
1/5/2020,MN,Ulan Bator,no2,123,3.2,40,9.4,1103.79
4/22/2020,MN,Ulan Bator,no2,136,1,46.3,5.1,844.69
3/5/2020,MN,Ulan Bator,no2,163,1.9,48.7,6.6,1068.69
2/1/2020,MN,Ulan Bator,no2,154,3.2,36.9,10.8,578.07
3/7/2020,MN,Ulan Bator,no2,155,4.4,48.9,10,983.98
3/30/2020,MN,Ulan Bator,no2,120,1.4,39.4,4.7,751.38
4/7/2020,MN,Ulan Bator,no2,116,0.7,36.8,3.5,838.87
4/21/2020,MN,Ulan Bator,no2,137,1,46.5,3.7,855.93
1/4/2020,MN,Ulan Bator,no2,107,5.5,34.9,12.5,713.39
1/21/2020,MN,Ulan Bator,no2,138,4.2,51.4,17.7,1235.37
4/5/2020,MN,Ulan Bator,no2,131,2.3,34.3,6,645.79
5/15/2020,MN,Ulan Bator,no2,103,0.5,61.1,4.3,1898.83
1/12/2020,MN,Ulan Bator,no2,135,5.1,42.9,15.1,913.52
2/15/2020,MN,Ulan Bator,no2,156,4.6,51.7,14,1126.64
3/16/2020,MN,Ulan Bator,no2,155,1,51.2,6.2,1296.13
5/22/2020,MN,Ulan Bator,no2,104,1.4,54.3,3.9,1984.66
6/17/2020,MN,Ulan Bator,no2,174,1,38.4,5.2,452.77
7/15/2020,MN,Ulan Bator,no2,156,0.5,26.7,4.8,264.41
1/30/2020,MN,Ulan Bator,no2,145,2.6,42.5,12.4,613.98
1/13/2020,MN,Ulan Bator,no2,133,5.5,42.2,15.7,693.63
1/14/2020,MN,Ulan Bator,no2,138,5.1,51.3,16,1122.89
2/4/2020,MN,Ulan Bator,no2,161,4.6,42.7,13.3,853.2
3/6/2020,MN,Ulan Bator,no2,162,1.6,46.8,11.6,1065.31
4/17/2020,MN,Ulan Bator,no2,132,1.4,49.3,6.2,1461.75
4/24/2020,MN,Ulan Bator,no2,115,1.4,47.3,7.6,1245.09
5/30/2020,MN,Ulan Bator,no2,117,0.5,44.6,3.5,1353.96
1/11/2020,MN,Ulan Bator,no2,131,4.6,41,13.8,761.71
2/17/2020,MN,Ulan Bator,no2,158,6,60.4,16.5,1543.63
3/11/2020,MN,Ulan Bator,no2,152,1.9,44.1,8.5,854.67
3/29/2020,MN,Ulan Bator,no2,97,0.5,44.4,6.9,1040.96
5/9/2020,MN,Ulan Bator,no2,95,0.5,35.8,3.2,918.83
6/16/2020,MN,Ulan Bator,no2,191,1,32.6,7,538.97
7/20/2020,MN,Ulan Bator,no2,195,0.5,30.7,7.4,322.79
1/28/2020,MN,Ulan Bator,no2,146,4.4,48.6,13.9,975.52
4/12/2020,MN,Ulan Bator,no2,121,1.4,35.6,3.9,958.88
5/1/2020,MN,Ulan Bator,no2,108,1.2,44.8,6.2,1446.03
5/31/2020,MN,Ulan Bator,no2,130,1.4,59.3,6.1,1871.52
6/8/2020,MN,Ulan Bator,no2,131,0.5,47.1,3,1396.07
7/5/2020,MN,Ulan Bator,no2,197,1,41.5,7.5,552.18
3/26/2020,MN,Ulan Bator,no2,46,0.5,8.7,1.9,35.05
3/8/2020,MN,Ulan Bator,no2,151,1.9,42.8,4.6,977.98
3/9/2020,MN,Ulan Bator,no2,163,1.6,46.9,10.1,1158.45
3/17/2020,MN,Ulan Bator,no2,161,1.6,47.8,8.5,1213.17
5/27/2020,MN,Ulan Bator,no2,105,0.5,61.8,6.3,1850.42
6/26/2020,MN,Ulan Bator,no2,195,1,47.3,7.2,830.55
1/20/2020,MN,Ulan Bator,no2,127,4.2,46.8,14.9,1009.79
2/13/2020,MN,Ulan Bator,no2,144,1.4,39,5.8,792.64
3/10/2020,MN,Ulan Bator,no2,163,3.2,58.1,10.8,1357.68
3/20/2020,MN,Ulan Bator,no2,162,1.4,43.3,7.1,1059
3/25/2020,MN,Ulan Bator,no2,64,1,27,2.1,291.86
4/14/2020,MN,Ulan Bator,no2,121,1.2,34.3,3.5,649.58
4/18/2020,MN,Ulan Bator,no2,123,1.4,31.5,3.2,741.36
4/30/2020,MN,Ulan Bator,no2,108,1.4,48.4,7.6,1769.9
12/30/2019,MN,Ulan Bator,no2,102,3.7,33,11.2,591.3
6/25/2020,MN,Ulan Bator,no2,204,1,43.7,6.7,878.55
6/11/2020,MN,Ulan Bator,no2,116,1,46.4,4.4,1433.22
2/14/2020,MN,Ulan Bator,no2,155,2.3,46,11.7,1068.44
3/24/2020,MN,Ulan Bator,no2,153,1.4,36.5,6.7,803.98
4/1/2020,MN,Ulan Bator,no2,139,1.4,46.4,9.1,1002.29
5/10/2020,MN,Ulan Bator,no2,102,0.5,50.2,4,1539.23
5/11/2020,MN,Ulan Bator,no2,97,1,58.4,6.9,1379.47
6/10/2020,MN,Ulan Bator,no2,130,0.7,47.3,4.8,1100.04
7/1/2020,MN,Ulan Bator,no2,181,2.1,33,6.4,442.12
1/31/2020,MN,Ulan Bator,no2,164,2.1,42.5,9.8,925.52
2/22/2020,MN,Ulan Bator,no2,132,4.6,53.5,12.6,1391.84
2/29/2020,MN,Ulan Bator,no2,158,1.6,42.1,9.6,986.08
4/9/2020,MN,Ulan Bator,no2,130,1.2,42.5,5.9,911.79
4/13/2020,MN,Ulan Bator,no2,125,1.9,47.3,6.1,1216.21
5/17/2020,MN,Ulan Bator,no2,95,0.7,40.5,3,857.63
6/21/2020,MN,Ulan Bator,no2,185,1,41.8,5.1,665.7
1/26/2020,MN,Ulan Bator,no2,118,6,45.7,15.4,879.47
2/21/2020,MN,Ulan Bator,no2,134,2.3,46,10.3,1359.05
2/25/2020,MN,Ulan Bator,no2,129,1.9,34,4.4,436.72
3/3/2020,MN,Ulan Bator,no2,47,1.9,47.6,12.8,1160.87
3/18/2020,MN,Ulan Bator,no2,140,0.7,41.9,3.5,1266.98
6/1/2020,MN,Ulan Bator,no2,111,0.5,52.1,5.8,1609.57
7/19/2020,MN,Ulan Bator,no2,186,0.5,19.5,4.5,168.36
2/10/2020,MN,Ulan Bator,no2,155,5.1,49.9,14.7,1150.13
2/6/2020,MN,Ulan Bator,no2,155,4.6,44.4,14.7,1012.28
2/16/2020,MN,Ulan Bator,no2,158,5.1,52.1,15.1,1225.78
2/27/2020,MN,Ulan Bator,no2,137,1.9,42.5,7.8,1011.12
7/11/2020,MN,Ulan Bator,no2,162,0.5,29.9,4.2,436.71
1/25/2020,MN,Ulan Bator,no2,122,3.7,44.3,15.3,844.64
4/3/2020,MN,Ulan Bator,temperature,264,-9,15,1,823.54
7/7/2020,MN,Ulan Bator,temperature,264,11,29.5,23,358.86
7/18/2020,MN,Ulan Bator,temperature,264,4,20,12.5,334.07
1/8/2020,MN,Ulan Bator,temperature,240,-30,-14,-25,283.19
2/2/2020,MN,Ulan Bator,temperature,240,-35,-18,-28,299.3
4/15/2020,MN,Ulan Bator,temperature,264,-5.5,2,0,71.1
7/16/2020,MN,Ulan Bator,temperature,264,11,16,13.5,28.75
1/23/2020,MN,Ulan Bator,temperature,223,-30.5,-13.5,-25.5,266.97
3/12/2020,MN,Ulan Bator,temperature,264,-26,-7,-16,354.15
4/14/2020,MN,Ulan Bator,temperature,264,-3.5,6,2,69.78
4/21/2020,MN,Ulan Bator,temperature,264,-15.5,1,-5,317.13
6/29/2020,MN,Ulan Bator,temperature,264,13,25,18,174.89
7/13/2020,MN,Ulan Bator,temperature,264,13,25.5,18,198.86
2/3/2020,MN,Ulan Bator,temperature,240,-32.5,-14.5,-30,413.87
3/27/2020,MN,Ulan Bator,temperature,264,-16.5,1,-7,360.6
5/5/2020,MN,Ulan Bator,temperature,264,3,27,17.5,578.02
6/8/2020,MN,Ulan Bator,temperature,264,4,14,9.5,79.78
1/7/2020,MN,Ulan Bator,temperature,240,-28,-15,-26.5,170.71
1/25/2020,MN,Ulan Bator,temperature,240,-28,-10,-22.5,367.57
3/31/2020,MN,Ulan Bator,temperature,264,-14.5,2,-6,351.73
4/30/2020,MN,Ulan Bator,temperature,264,2,28.5,18,860.83
5/13/2020,MN,Ulan Bator,temperature,264,1,21,13,541.11
5/15/2020,MN,Ulan Bator,temperature,264,-1,15,4,291.87
5/24/2020,MN,Ulan Bator,temperature,264,-1,20,11.5,523.16
5/25/2020,MN,Ulan Bator,temperature,264,2,18.5,11.5,316.4
2/25/2020,MN,Ulan Bator,temperature,39,-11,-11,-11,0
3/25/2020,MN,Ulan Bator,temperature,234,-14.5,-5,-10.5,51.38
6/16/2020,MN,Ulan Bator,temperature,252,11.5,29.5,21.5,349.85
4/7/2020,MN,Ulan Bator,temperature,264,-0.5,10,4,96.79
5/10/2020,MN,Ulan Bator,temperature,264,-4,11,2.5,267.82
5/11/2020,MN,Ulan Bator,temperature,264,2,18.5,13.5,308.6
5/14/2020,MN,Ulan Bator,temperature,264,3,23,16,494.68
6/25/2020,MN,Ulan Bator,temperature,264,7.5,21,15,158.99
7/3/2020,MN,Ulan Bator,temperature,264,10,23,17,192.29
1/16/2020,MN,Ulan Bator,temperature,216,-29.5,-14,-27,264.75
3/18/2020,MN,Ulan Bator,temperature,264,-6.5,0,-3.5,49.45
4/4/2020,MN,Ulan Bator,temperature,264,-9.5,17,0,900.38
4/27/2020,MN,Ulan Bator,temperature,264,1.5,27,13,784.53
5/8/2020,MN,Ulan Bator,temperature,264,-4.5,15.5,7,436.71
5/26/2020,MN,Ulan Bator,temperature,264,1,21,15,529.02
7/5/2020,MN,Ulan Bator,temperature,264,10,24.5,17.5,216.03
3/20/2020,MN,Ulan Bator,temperature,264,-10,1.5,-4.5,122.53
3/22/2020,MN,Ulan Bator,temperature,264,-10,11,-2,474.23
3/9/2020,MN,Ulan Bator,temperature,264,-28,-8.5,-20,427.8
4/13/2020,MN,Ulan Bator,temperature,264,-4.5,14,6,312.22
4/18/2020,MN,Ulan Bator,temperature,264,0,11,7.5,124.36
